# Creation Date: Tue Mar 17 15:46:45 2015
# Data from the EMEC Catalogue (Gruenthal, G. & Wahlstroem, R., 2012)
# Contact address: ggrue@gfz-potsdam.de
# For technical questions: lemgo@gfz-potsdam.de
------------------------------------------------------------------------------------------------
# Indices at original magnitudes M_orig: w for Mw or Mo, L for ML, S for MS, b for mb, d for Md.
# The focal depth is given in km.
------------------------------------------------------------------------------------------------
# Requested data:
# Coordinate Range Lat: 40.0/50.5 Lon: -10.0/10.5
# Time: 1000 - 2006
# File Format:
# year;month;day;hour;minute;latitude;longitude;depth;intensity;M_orig;type;Mw ;Mw_err;reference
------------------------------------------------------------------------------------------------
 1823 ;   11; 16;   4;      ;  48.12 ;    7.68 ;    3;     5.5 ;      ;    ;3.6;      ;     Ley
 1823 ;   11; 21;  21;    30;  48.15 ;    7.72 ;     ;     5.5 ;      ;    ;3.8;      ;   GruRA
 1823 ;   12;  3;  21;      ;  48.12 ;    7.68 ;     ;       6 ;      ;    ;4.2;      ;     Ley
 1823 ;   12; 13;   3;      ;  45.82 ;    5.68 ;     ;     5.5 ;      ;    ;3.9;      ;  SisF10
 1824 ;    2; 22;  23;      ;  48.10 ;    7.67 ;     ;     5.5 ;      ;    ;3.8;      ;     Ley
 1824 ;    8; 29;  19;    30;  47.58 ;    8.52 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1825 ;    2;  8;   2;    30;  48.42 ;    9.31 ;     ;     5.5 ;      ;    ;3.8;      ;   GruRA
 1825 ;    7; 31;  19;    59;  47.58 ;    8.52 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1825 ;   12; 23;   5;      ;  48.57 ;    7.83 ;   10;     5.5 ;      ;    ;3.8;      ;     Ley
 1826 ;   12; 15;  19;      ;  47.20 ;    9.68 ;    4;       6 ;   3.5;  w ;3.5;      ; ECOS-09
 1827 ;    1;  2;  18;      ;  48.52 ;    0.35 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1827 ;    4;  2;   0;    20;  46.78 ;   10.19 ;     ;       5 ;   4.7;  w ;4.7;      ; ECOS-09
 1827 ;   10; 10;  13;    48;  47.53 ;    8.17 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1827 ;   11; 21;   2;      ;  46.58 ;    7.90 ;     ;     5.5 ;   4.3;  w ;4.3;      ; ECOS-09
 1828 ;    5; 12;  23;    30;  46.08 ;    7.43 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1828 ;   10;  9;   2;    20;  44.82 ;    9.05 ;     ;     7.5 ;   5.7;  w ;5.7; 0.08 ;  CPTI04
 1828 ;   10; 26;  11;    30;  47.28 ;    6.08 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1828 ;   10; 30;   7;    20;  47.28 ;    6.08 ;     ;       7 ;      ;    ;4.9;      ;  SisF10
 1828 ;   12; 13;  20;    30;  46.77 ;    7.35 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1828 ;   12; 14;  11;      ;  46.77 ;    7.35 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1829 ;    4;  2;   7;    10;  49.95 ;    1.27 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1829 ;    8;  7;   3;      ;  48.07 ;    6.77 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1829 ;    9;  6;  19;    30;  45.14 ;   10.02 ;     ;     6.5 ;     5;  w ;5.0; 0.33 ;  CPTI04
 1829 ;   10; 15;    ;      ;  46.45 ;    6.90 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1829 ;   11; 27;  16;     5;  46.07 ;   -1.33 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1830 ;     ;   ;    ;      ;  46.33 ;    7.98 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1830 ;    5; 11;    ;      ;  47.58 ;    8.52 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1830 ;    9; 12;  10;    45;  48.32 ;    9.47 ;     ;     5.5 ;      ;    ;3.8;      ;   GruRA
 1830 ;   11; 23;   1;      ;  47.55 ;    7.60 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1831 ;    1; 29;  22;    30;  47.97 ;    6.53 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1831 ;    4; 29;  17;    30;  47.93 ;    2.13 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1831 ;    5; 26;  10;    30;  43.85 ;    7.85 ;     ;       8 ;   5.5;  w ;5.5; 0.13 ;  CPTI04
 1831 ;    8; 26;  23;      ;  47.25 ;    6.00 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1831 ;   11; 25;   0;    45;  43.83 ;    7.83 ;     ;       6 ;   4.8;  w ;4.8; 0.26 ;  CPTI04
 1832 ;    3; 13;   3;    30;  44.77 ;   10.47 ;     ;     7.5 ;   5.6;  w ;5.6; 0.07 ;  CPTI04
 1833 ;    1;  5;  22;      ;  47.20 ;    7.55 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1833 ;    2; 27;   2;    28;  47.63 ;    9.48 ;    7;       5 ;   3.6;  w ;3.6;      ; ECOS-09
 1833 ;   10;  9;  13;    15;  45.58 ;    3.18 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1833 ;   10; 18;   8;    40;  45.33 ;    3.20 ;     ;       7 ;      ;    ;4.9;      ;  SisF10
 1834 ;    2; 14;  13;    15;  44.45 ;    9.86 ;     ;     8.5 ;   5.6;  w ;5.6; 0.09 ;  CPTI04
 1834 ;    7;  4;   0;    35;  44.44 ;   10.02 ;     ;     6.5 ;   5.1;  w ;5.1; 0.18 ;  CPTI04
 1835 ;    3;  7;   6;      ;  43.75 ;    5.70 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1835 ;    4; 18;  17;    25;  46.68 ;    7.83 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1835 ;    4; 20;   3;      ;  44.42 ;    9.83 ;     ;     6.5 ;     5;  w ;5.0; 0.33 ;  CPTI04
 1835 ;    5; 23;   8;    30;  44.33 ;    7.55 ;     ;       6 ;   4.8;  w ;4.8; 0.26 ;  CPTI04
 1835 ;   10; 29;   2;    45;  47.43 ;    9.29 ;     ;       6 ;   4.7;  w ;4.7;      ; ECOS-09
 1836 ;   10; 25;    ;      ;  47.00 ;    8.30 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1836 ;   10; 30;    ;      ;  47.55 ;    7.60 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1836 ;   11;  5;   6;      ;  47.49 ;    7.50 ;     ;       5 ;   3.5;  w ;3.5;      ; ECOS-09
 1837 ;    1; 24;   1;      ;  46.32 ;    7.97 ;   10;       7 ;   5.4;  w ;5.4;      ; ECOS-09
 1837 ;    1; 24;   1;    30;  47.39 ;    8.23 ;     ;       5 ;   4.4;  w ;4.4;      ; ECOS-09
 1837 ;    1; 30;    ;      ;  46.30 ;    8.00 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1837 ;    4; 11;  16;    50;  44.17 ;   10.18 ;     ;     9.5 ;   5.7;  w ;5.7; 0.09 ;  CPTI04
 1837 ;    5;   ;    ;      ;  46.70 ;    2.28 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1837 ;   11; 12;  22;      ;  47.88 ;    7.47 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1838 ;    2;  2;  22;    30;  41.00 ;    9.25 ;     ;       6 ;   4.8;  w ;4.8; 0.26 ;  CPTI04
 1839 ;    2;  7;  20;    47;  48.90 ;    9.01 ;    8;       5 ;   3.6;  w ;3.6;      ;   FGS01
 1839 ;    2; 10;  20;    30;  46.02 ;    3.20 ;     ;     5.5 ;      ;    ;3.9;      ;  SisF10
 1839 ;    3; 26;  15;    50;  45.20 ;    6.20 ;     ;     5.5 ;      ;    ;3.9;      ;  SisF10
 1839 ;    4;  3;  18;    30;  45.20 ;    5.85 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1839 ;    8;  9;   8;    45;  45.50 ;   10.17 ;     ;       6 ;   4.8;  w ;4.8; 0.26 ;  CPTI04
 1839 ;    8; 11;  20;      ;  45.90 ;    6.13 ;     ;       7 ;      ;    ;4.9;      ;  SisF10
 1839 ;    8; 16;  17;    30;  45.91 ;    6.13 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1840 ;    9;  2;  20;    20;  44.07 ;    4.77 ;     ;     5.5 ;      ;    ;3.9;      ;  SisF10
 1840 ;   10; 30;    ;      ;  47.62 ;    9.27 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1840 ;   11;  9;   7;      ;  44.20 ;    4.15 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1841 ;    1;  2;    ;      ;  46.95 ;    6.25 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1841 ;    2;  3;  18;      ;  47.58 ;    8.52 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1841 ;    7;  5;   0;    30;  46.93 ;    1.28 ;     ;       7 ;      ;    ;4.9;      ;  SisF10
 1841 ;   12;  2;  19;    53;  45.78 ;    5.92 ;     ;     6.5 ;      ;    ;4.6;      ;  SisF10
 1842 ;    3; 29;    ;      ;  47.50 ;    7.57 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1842 ;    4; 28;   6;      ;  46.88 ;    6.77 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1843 ;   10;  5;   9;      ;  48.02 ;   -1.55 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1843 ;   12; 22;  15;    53;  49.50 ;   -3.00 ;     ;         ;   4.4;  L ;4.1;      ;     Mus
 1844 ;    4;   ;    ;      ;  46.00 ;    7.77 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1845 ;   10;  3;  22;    30;  41.00 ;    0.75 ;     ;       7 ;      ;    ;5.2;      ;    IGC1
 1845 ;   10;  7;   6;      ;  41.00 ;    0.70 ;     ;       6 ;      ;    ;4.6;      ;    IGC1
 1846 ;    2;  8;   3;      ;  46.68 ;    6.65 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1846 ;    2; 10;  23;      ;  46.68 ;    6.65 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1846 ;    7; 29;  21;    24;  50.15 ;    7.68 ;   10;       7 ;   5.5;  L ;5.2;      ;   Mei95
 1846 ;    8; 14;  12;      ;  43.53 ;   10.50 ;     ;     8.5 ;   5.7;  w ;5.7; 0.09 ;  CPTI04
 1846 ;    8; 15;   1;      ;  47.20 ;    7.40 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1846 ;    8; 17;   6;    15;  46.77 ;    6.58 ;   15;       6 ;   5.2;  w ;5.2;      ; ECOS-09
 1846 ;    9; 19;    ;      ;  47.58 ;    8.53 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1846 ;   11; 14;  12;    35;  46.98 ;    0.60 ;     ;     5.5 ;      ;    ;3.9;      ;  SisF10
 1846 ;   12; 12;  10;    15;  43.30 ;    5.63 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1847 ;    7; 10;  22;    50;  49.68 ;    0.42 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1847 ;   10; 14;  21;      ;  46.63 ;    1.42 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1847 ;   10; 15;   7;    52;  44.83 ;    0.97 ;     ;     5.5 ;      ;    ;3.9;      ;  SisF10
 1847 ;   10; 22;    ;      ;  46.58 ;    6.65 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1847 ;   11; 30;   6;    30;  45.03 ;    5.17 ;     ;     5.5 ;      ;    ;3.9;      ;  SisF10
 1848 ;    5; 16;   5;      ;  46.77 ;    6.03 ;     ;     5.5 ;      ;    ;3.9;      ;  SisF10
 1848 ;    6;  2;  17;    30;  46.18 ;    7.80 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1848 ;   10;  3;  15;    30;  40.55 ;   -1.65 ;     ;     6.5 ;      ;    ;4.9;      ;   IGN10
 1848 ;   11; 13;  17;    30;  48.17 ;   -0.57 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1848 ;   12; 30;  18;    30;  49.50 ;    0.37 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1849 ;    2;  3;  11;      ;  46.82 ;    5.55 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1849 ;    5; 26;  22;      ;  48.42 ;   -4.55 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1849 ;    6; 18;   6;    25;  44.20 ;    7.57 ;     ;       6 ;   4.8;  w ;4.8; 0.26 ;  CPTI04
 1849 ;    8;  3;  22;    25;  44.95 ;    5.72 ;     ;     5.5 ;      ;    ;3.9;      ;  SisF10
 1849 ;   10;  1;   0;    30;  45.53 ;    6.32 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1849 ;   11; 12;   4;    40;  49.18 ;   -0.38 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1849 ;   11; 28;  18;    15;  44.49 ;    9.73 ;     ;     6.5 ;     5;  w ;5.0; 0.33 ;  CPTI04
 1850 ;   11; 17;  16;      ;  43.10 ;   -0.17 ;     ;       7 ;      ;    ;4.9;      ;  SisF10
 1851 ;    1;  7;  23;    30;  45.13 ;    5.70 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1851 ;    3; 10;  15;    20;  47.53 ;    8.97 ;   15;       5 ;   4.5;  w ;4.5;      ; ECOS-09
 1851 ;    7; 12;  15;    40;  48.08 ;    6.63 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1851 ;    8; 24;   0;    30;  46.25 ;    7.45 ;     ;       6 ;   4.9;  w ;4.9;      ; ECOS-09
 1852 ;    1; 25;   5;      ;  42.20 ;    2.30 ;     ;     5.5 ;      ;    ;4.3;      ;    IGC1
 1852 ;    1; 26;   2;    16;  44.90 ;   -0.48 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1852 ;    2; 22;   5;      ;  42.25 ;    0.50 ;     ;     5.5 ;      ;    ;4.3;      ;    IGC1
 1852 ;    3; 11;   2;    35;  46.87 ;    9.53 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1852 ;    3; 11;   3;    30;  46.87 ;    9.53 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1852 ;    3; 11;  10;      ;  46.86 ;    9.53 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1852 ;    7; 25;   2;      ;  47.65 ;    9.43 ;     ;       5 ;     4;  w ;4.0;      ; ECOS-09
 1852 ;    7; 29;  12;    30;  46.48 ;    9.78 ;     ;       5 ;   4.4;  w ;4.4;      ; ECOS-09
 1853 ;    1;  6;   6;    50;  42.43 ;    1.10 ;     ;       6 ;      ;    ;4.6;      ;    IGC1
 1853 ;    4;  1;  22;    45;  49.15 ;   -1.70 ;   21;         ;   5.2;  L ;4.9;      ;     Mus
 1853 ;    4; 15;   4;    30;  46.55 ;    9.89 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1853 ;    4; 18;  20;    45;  46.85 ;    9.53 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1853 ;    8; 11;  10;    15;  47.20 ;    7.53 ;     ;       5 ;   4.1;  w ;4.1;      ; ECOS-09
 1853 ;    8; 29;  23;      ;  41.50 ;   -5.75 ;     ;     5.5 ;      ;    ;4.3;      ;   IGN10
 1854 ;    4; 30;  23;      ;  46.22 ;    2.85 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1854 ;    7; 20;   2;    45;  43.03 ;   -0.05 ;     ;     7.5 ;      ;    ;5.3;      ;  SisF10
 1854 ;   12; 29;   1;    45;  43.82 ;    7.55 ;     ;     7.5 ;   5.8;  w ;5.8; 0.07 ;  CPTI04
 1855 ;    2; 13;  10;    27;  45.43 ;    6.50 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1855 ;    4;  1;   3;      ;  46.33 ;    7.68 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1855 ;    5;  8;   2;      ;  47.27 ;    8.10 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1855 ;    7; 25;  11;    50;  46.23 ;    7.85 ;   10;       8 ;   6.2;  w ;6.2;      ; ECOS-09
 1855 ;    7; 26;   9;    15;  46.23 ;    7.88 ;     ;       8 ;   5.5;  w ;5.5;      ; ECOS-09
 1855 ;    7; 26;  13;    20;  46.23 ;    7.82 ;     ;       7 ;   5.3;  w ;5.3;      ; ECOS-09
 1855 ;    7; 27;  10;      ;  46.28 ;    7.88 ;     ;       6 ;   4.7;  w ;4.7;      ; ECOS-09
 1855 ;    7; 27;  12;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    7; 28;  10;      ;  46.25 ;    7.82 ;     ;       7 ;   5.1;  w ;5.1;      ; ECOS-09
 1855 ;    8;  8;  14;    15;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    8;  8;  20;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    8;  9;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    8; 10;  22;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    8; 12;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    8; 12;   2;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    8; 12;   4;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    8; 12;   6;    30;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    8; 12;  18;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    8; 13;  11;    45;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    8; 13;  14;    30;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    8; 13;  23;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    8; 14;   4;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    8; 14;  11;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    8; 18;  17;    30;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    8; 23;  13;    30;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    8; 24;    ;      ;  46.25 ;    7.88 ;     ;       6 ;     5;  w ;5.0;      ; ECOS-09
 1855 ;    8; 25;  10;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    8; 26;   9;      ;  46.25 ;    7.92 ;     ;       5 ;   4.3;  w ;4.3;      ; ECOS-09
 1855 ;    8; 29;  20;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    8; 29;  21;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    9;  2;   2;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    9;  5;  22;    30;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    9; 12;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    9; 13;   0;    30;  47.22 ;    0.87 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1855 ;    9; 20;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;    9; 26;  14;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   10;  9;   1;    30;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   10;  9;  21;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   10; 16;   2;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   10; 17;  18;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   10; 21;  20;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   10; 24;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   10; 27;  15;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   10; 27;  20;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   10; 28;   1;    30;  46.25 ;    7.92 ;     ;       6 ;   4.6;  w ;4.6;      ; ECOS-09
 1855 ;   10; 30;  23;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   11;  1;  22;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   11;  2;   4;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   11;  6;   3;      ;  46.23 ;    7.92 ;     ;       6 ;     5;  w ;5.0;      ; ECOS-09
 1855 ;   11;  7;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   11;  8;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   11; 16;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   11; 17;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   11; 18;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   11; 19;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   11; 20;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   11; 21;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   11; 22;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   11; 23;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   11; 25;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   11; 26;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   11; 27;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   11; 30;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   12;  1;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   12;  5;  18;    48;  42.83 ;    0.50 ;     ;       7 ;      ;    ;4.9;      ;  SisF10
 1855 ;   12;  7;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   12;  9;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   12; 10;  16;    30;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   12; 11;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   12; 12;  20;    40;  43.85 ;    6.43 ;     ;       8 ;      ;    ;5.6;      ;  SisF10
 1855 ;   12; 17;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   12; 20;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   12; 26;   1;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   12; 30;  19;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1855 ;   12; 31;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1856 ;    1;  5;   2;    45;  46.25 ;    7.83 ;     ;       4 ;   3.6;  w ;3.6;      ; ECOS-09
 1856 ;    1; 12;   5;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1856 ;    2;  1;   8;    20;  47.22 ;    7.57 ;     ;       5 ;   4.1;  w ;4.1;      ; ECOS-09
 1856 ;    2;  7;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1856 ;    2;  9;   6;      ;  46.28 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1856 ;    2; 11;   6;    30;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1856 ;    3; 15;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1856 ;    3; 20;   7;      ;  46.23 ;    7.78 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1856 ;    4;  4;  11;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1856 ;    8;  6;  13;    45;  46.20 ;    7.80 ;     ;       5 ;   4.3;  w ;4.3;      ; ECOS-09
 1856 ;    8;  8;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1856 ;    9; 26;   4;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1856 ;   10; 10;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1856 ;   10; 16;  17;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1856 ;   11;  7;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1856 ;   12; 18;   3;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1856 ;   12; 20;  18;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1856 ;   12; 23;    ;      ;  46.25 ;    7.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
