# Creation Date: Wed Nov 19 16:44:21 2014
# Data from the EMEC Catalogue (Gruenthal, G. & Wahlstroem, R., 2012)
# Contact address: ggrue@gfz-potsdam.de
# For technical questions: lemgo@gfz-potsdam.de
------------------------------------------------------------------------------------------------
# Indices at original magnitudes M_orig: w for Mw or Mo, L for ML, S for MS, b for mb, d for Md.
# The focal depth is given in km.
------------------------------------------------------------------------------------------------
# Requested data:
# Coordinate Range Lat: 28/40 Lon: 30/40
# Time: 1000 - 2006
# File Format:
# year;month;day;hour;minute;latitude;longitude;depth;intensity;M_orig;type;Mw ;Mw_err;reference
------------------------------------------------------------------------------------------------
 1922 ;    6; 18;  19;    38;  28.80 ;   32.00 ;     ;         ;   4.2;  S ;4.9;      ;     AMA
 1922 ;    7; 29;  20;    48;  30.30 ;   31.20 ;     ;         ;     4;  S ;4.8;      ;     AMA
 1922 ;    8; 29;   3;    36;  37.37 ;   32.73 ;   30;         ;   5.2;  w ;5.2;      ;   KOERI
 1922 ;    9;  7;   1;     7;  28.00 ;   34.00 ;     ;         ;   4.2;  S ;4.9;      ;     AMA
 1923 ;    2; 27;  18;    15;  32.70 ;   35.41 ;   10;         ;   4.3;  L ;4.0;      ;     AFS
 1923 ;   12;  8;  13;    32;  29.20 ;   31.40 ;     ;         ;   4.3;  S ;4.9;      ;     AMA
 1923 ;   12; 21;  14;    11;  36.20 ;   36.00 ;   33;         ;   5.2;  w ;5.2;      ;     Pou
 1924 ;    2; 18;  17;     4;  34.80 ;   34.30 ;     ;         ;     6;  w ;6.0;      ;     Pou
 1924 ;    2; 27;  20;    24;  33.00 ;   36.00 ;     ;         ;   5.5;  S ;5.7;      ;     KKP
 1924 ;    6;  9;  21;    34;  35.10 ;   33.10 ;     ;         ;   4.9;  w ;4.9;      ;     Pou
 1924 ;    7; 31;  13;    13;  40.00 ;   37.00 ;     ;         ;   5.2;  w ;5.2;      ;      KU
 1924 ;    9; 10;  11;    59;  36.84 ;   31.49 ;   30;         ;   5.3;  w ;5.3;      ;   KOERI
 1924 ;    9; 13;  21;    46;  30.80 ;   35.50 ;   10;         ;   4.8;  L ;4.5;      ;     AFS
 1924 ;   11; 20;  20;    27;  38.55 ;   30.78 ;   10;         ;   5.9;  w ;5.9;      ;   KOERI
 1924 ;   12; 13;  18;    53;  38.00 ;   33.50 ;   30;         ;   5.2;  w ;5.2;      ;   KOERI
 1925 ;    5;  1;    ;      ;  37.00 ;   35.30 ;     ;         ;   5.2;  w ;5.2;      ;      KU
 1925 ;    5; 20;  23;    27;  30.00 ;   32.00 ;     ;       4 ;   4.4;  S ;5.0;      ;     AMA
 1925 ;    7;  8;  19;    42;  37.40 ;   30.50 ;   15;         ;   5.2;  w ;5.2;      ;   KOERI
 1925 ;    7;  9;   7;    22;  37.40 ;   30.50 ;   15;         ;   4.9;  w ;4.9;      ;   KOERI
 1925 ;    7;  9;   8;    27;  37.40 ;   30.50 ;   15;         ;   4.9;  w ;4.9;      ;   KOERI
 1925 ;    7; 15;  10;     5;  37.40 ;   30.50 ;   15;         ;   4.7;  w ;4.7;      ;   KOERI
 1925 ;    8;  7;  16;    12;  38.00 ;   30.00 ;   15;         ;   4.7;  w ;4.7;      ;   KOERI
 1925 ;    8;  8;   3;     4;  38.00 ;   30.00 ;   15;         ;   4.9;  w ;4.9;      ;   KOERI
 1925 ;    8;  9;  17;    16;  38.00 ;   30.00 ;   15;         ;   4.9;  w ;4.9;      ;   KOERI
 1925 ;    8; 16;  20;    58;  38.00 ;   30.00 ;   15;         ;   5.3;  w ;5.3;      ;   KOERI
 1925 ;    9; 14;   9;     6;  39.00 ;   31.00 ;   30;         ;   5.2;  w ;5.2;      ;   KOERI
 1925 ;    9; 20;  18;     6;  39.00 ;   31.00 ;   30;         ;   5.2;  w ;5.2;      ;   KOERI
 1925 ;   12; 18;   2;    28;  37.40 ;   30.40 ;   15;         ;   5.3;  w ;5.3;      ;   KOERI
 1926 ;    3; 17;  13;    20;  37.00 ;   35.00 ;   30;         ;   5.6;  w ;5.6;      ;   KOERI
 1926 ;   12; 20;  10;    31;  39.00 ;   31.00 ;   30;         ;   5.2;  w ;5.2;      ;   KOERI
 1926 ;   12; 26;  21;    25;  38.50 ;   34.50 ;     ;         ;   5.2;  w ;5.2;      ;      KU
 1927 ;    2;  7;   6;     4;  39.00 ;   31.00 ;   15;         ;   5.4;  w ;5.4;      ;   KOERI
 1927 ;    5;  2;   6;    20;  34.00 ;   34.00 ;     ;         ;   4.9;  w ;4.9;      ;     Pou
 1927 ;    6;  5;   8;    24;  35.94 ;   30.91 ;   60;         ;   6.2;  S ;6.2;      ;      PP
 1927 ;    7; 11;  13;     3;  31.80 ;   35.70 ;   15;         ;   6.1;  S ;6.1;      ;  Amb01c
 1927 ;    7; 17;   8;    15;  31.60 ;   35.40 ;   10;         ;   4.5;  L ;4.2;      ;     AFS
 1927 ;    7; 22;   2;    45;  34.50 ;   33.40 ;     ;         ;   5.3;  w ;5.3;      ;     Pou
 1927 ;    9; 24;   0;    27;  29.00 ;   35.00 ;     ;         ;   4.9;  S ;5.3;      ;     AMA
 1927 ;   12; 12;  20;    26;  34.80 ;   33.00 ;     ;         ;   5.6;  w ;5.6;      ;     Pou
 1927 ;   12; 13;   5;    56;  34.80 ;   33.00 ;     ;         ;   5.5;  w ;5.5;      ;     Pou
 1928 ;    2;  9;  20;    22;  34.73 ;   34.70 ;     ;         ;   5.1;  w ;5.1;      ;     Pou
 1928 ;    2; 22;  17;    50;  32.00 ;   35.50 ;     ;         ;   5.5;  S ;5.7;      ;     KKP
 1928 ;    2; 24;  11;    26;  35.78 ;   31.50 ;   80;         ;   5.7;  w ;5.7;      ;     Pou
 1928 ;    5;  6;  18;     0;  39.80 ;   30.50 ;   12;         ;   5.3;  w ;5.3;      ;   KOERI
 1928 ;    7;  5;   3;    31;  39.20 ;   34.80 ;   30;         ;   4.7;  w ;4.7;      ;   KOERI
 1928 ;    8; 23;   6;    15;  36.50 ;   36.00 ;   35;         ;   4.9;  w ;4.9;      ;   KOERI
 1928 ;    9; 13;    ;      ;  30.80 ;   35.50 ;   10;         ;   4.7;  L ;4.4;      ;     AFS
 1929 ;    2;  8;  12;    31;  36.00 ;   35.00 ;   10;         ;   5.1;  w ;5.1;      ;     Pou
 1929 ;    5; 16;   1;    22;  36.50 ;   36.00 ;   30;         ;   4.7;  w ;4.7;      ;   KOERI
 1929 ;    5; 25;   6;    46;  39.00 ;   37.50 ;     ;         ;   5.8;  w ;5.8;      ;      KU
 1929 ;    8;  4;   9;     3;  36.50 ;   31.10 ;   15;         ;   5.8;  w ;5.8;      ;     Pou
 1929 ;    8;  4;  15;    12;  36.50 ;   36.00 ;     ;         ;     5;  w ;5.0;      ;     Pou
 1930 ;    2;  8;   5;    20;  38.52 ;   39.40 ;  100;         ;   5.3;  w ;5.3;      ;   KOERI
 1930 ;    3;  7;  12;      ;  32.75 ;   36.52 ;   10;         ;   4.5;  L ;4.2;      ;     AFS
 1930 ;    4;  9;   5;     7;  39.70 ;   34.00 ;   30;         ;   5.3;  w ;5.3;      ;   KOERI
 1930 ;    4;  9;   5;    27;  39.55 ;   39.26 ;   10;         ;   5.3;  w ;5.3;      ;   KOERI
 1930 ;    4; 20;  10;    20;  39.37 ;   39.35 ;   60;         ;   5.2;  w ;5.2;      ;   KOERI
 1930 ;    5;  9;   7;     7;  34.64 ;   32.19 ;     ;         ;   5.8;  w ;5.8;      ;     Pou
 1930 ;    5; 21;  10;    45;  32.00 ;   35.50 ;   10;         ;   4.5;  L ;4.2;      ;     AFS
 1930 ;    5; 25;  12;    15;  34.50 ;   34.20 ;   10;         ;   4.9;  w ;4.9;      ;     Pou
 1930 ;    5; 30;   6;    58;  29.40 ;   34.70 ;     ;         ;   4.2;  S ;4.9;      ;     AMA
 1930 ;    6;  5;  21;    58;  35.80 ;   30.30 ;   15;         ;   5.2;  w ;5.2;      ;   KOERI
 1930 ;    7; 25;  19;    46;  34.11 ;   32.15 ;     ;         ;   5.2;  w ;5.2;      ;     Pou
 1930 ;    9; 11;  12;    36;  37.39 ;   31.18 ;   80;         ;   5.9;  w ;5.9;      ;   KOERI
 1930 ;    9; 14;   2;    24;  34.64 ;   36.64 ;   10;         ;   4.5;  L ;4.2;      ;     AFS
 1930 ;   11; 16;  20;    46;  34.32 ;   32.80 ;     ;         ;   5.4;  w ;5.4;      ;     Pou
 1930 ;   11; 18;  13;    12;  34.43 ;   36.65 ;   10;         ;   4.5;  L ;4.2;      ;     AFS
 1930 ;   12; 10;  10;    31;  39.72 ;   39.24 ;   30;         ;   5.7;  w ;5.7;      ;   KOERI
 1930 ;   12; 17;   2;     2;  36.10 ;   36.20 ;   33;         ;   4.5;  w ;4.5;      ;     Pou
 1931 ;    1;  9;   7;     1;  38.00 ;   38.50 ;   30;         ;   5.2;  w ;5.2;      ;   KOERI
 1931 ;    1; 11;    ;      ;  38.30 ;   31.40 ;     ;         ;   5.4;  w ;5.4;      ;      KU
 1931 ;    1; 12;  15;     6;  38.47 ;   31.80 ;   20;         ;   5.3;  w ;5.3;      ;   KOERI
 1931 ;    1; 12;  15;    55;  38.50 ;   31.90 ;   30;         ;   5.3;  w ;5.3;      ;   KOERI
 1931 ;    1; 28;    ;      ;  38.30 ;   31.40 ;     ;         ;   5.8;  w ;5.8;      ;      KU
 1931 ;    5;  6;  20;    22;  37.50 ;   39.50 ;   30;         ;   5.3;  w ;5.3;      ;   KOERI
 1931 ;   10;  1;   5;    44;  30.20 ;   31.70 ;     ;         ;   3.7;  S ;4.6;      ;     AMA
 1932 ;    1; 15;  20;     0;  34.50 ;   32.20 ;   10;         ;     5;  w ;5.0;      ;     Pou
 1932 ;    7;  8;  11;    17;  38.90 ;   34.50 ;   12;       6 ;   5.3;  w ;5.3;      ;      KU
 1932 ;   12; 26;  19;     3;  36.90 ;   34.73 ;   60;         ;   5.4;  w ;5.4;      ;   KOERI
 1933 ;    1;  2;   7;    56;  38.01 ;   38.24 ;   50;         ;   4.8;  w ;4.8;      ;   KOERI
 1933 ;    6; 13;  11;    13;  35.10 ;   32.80 ;     ;         ;   5.1;  w ;5.1;      ;     Pou
 1933 ;    6; 28;  11;    54;  39.30 ;   33.20 ;   30;         ;   4.9;  w ;4.9;      ;   KOERI
 1933 ;    7; 24;   3;    44;  29.90 ;   31.30 ;     ;       4 ;   3.7;  S ;4.6;      ;     AMA
 1933 ;    9; 25;   9;    46;  37.00 ;   35.50 ;   30;         ;   5.3;  w ;5.3;      ;   KOERI
 1934 ;    5; 12;  16;    46;  29.10 ;   34.90 ;     ;         ;   4.2;  S ;4.9;      ;     AMA
 1934 ;    6; 19;  18;    43;  37.86 ;   31.13 ;   50;         ;   5.5;  w ;5.5;      ;   KOERI
 1935 ;    6; 14;  19;     2;  29.90 ;   31.30 ;     ;         ;   4.1;  S ;4.8;      ;     AMA
 1936 ;    1; 20;   2;    29;  35.60 ;   31.60 ;     ;         ;   5.3;  w ;5.3;      ;     Pou
 1936 ;    1; 23;  14;    42;  35.80 ;   31.15 ;   50;         ;     5;  w ;5.0;      ;     Pou
 1936 ;    2;  2;  17;     8;  37.69 ;   38.82 ;  160;         ;   5.3;  w ;5.3;      ;   KOERI
 1936 ;    6; 14;  17;     1;  36.50 ;   36.00 ;     ;         ;   5.5;  S ;5.7;      ;     KKP
 1936 ;    8;  3;   4;     1;  36.50 ;   31.00 ;     ;         ;     5;  w ;5.0;      ;     Pou
 1936 ;    8; 10;   6;    31;  36.50 ;   31.00 ;     ;         ;   4.8;  S ;5.2;      ;      AA
 1937 ;    4; 28;   2;    36;  35.96 ;   30.97 ;   77;         ;   5.4;  b ;5.5;      ;      AA
 1937 ;    5; 29;  15;    22;  36.30 ;   31.08 ;   86;         ;   5.3;  w ;5.3;      ;     Pou
 1937 ;    6; 26;  19;    19;  34.80 ;   32.80 ;     ;         ;   5.3;  w ;5.3;      ;     Pou
 1938 ;    4; 19;  10;    59;  39.44 ;   33.79 ;   10;         ;   6.4;  w ;6.4;      ;   KOERI
 1938 ;    4; 27;  10;    40;  39.89 ;   34.10 ;   10;         ;   4.8;  w ;4.8;      ;   KOERI
 1938 ;    5; 14;   4;    45;  39.74 ;   33.55 ;   10;         ;   4.9;  w ;4.9;      ;   KOERI
 1938 ;    5; 14;   6;    55;  39.40 ;   33.80 ;   30;         ;   4.9;  w ;4.9;      ;   KOERI
 1938 ;    5; 28;   0;     5;  39.40 ;   33.81 ;   30;         ;   5.2;  w ;5.2;      ;   KOERI
 1938 ;    7; 21;  21;    56;  39.56 ;   33.68 ;   10;         ;   5.3;  w ;5.3;      ;   KOERI
 1938 ;   11;  6;  15;    36;  30.20 ;   31.80 ;     ;         ;     4;  S ;4.8;      ;     AMA
 1938 ;   11; 25;   4;    10;  39.00 ;   38.00 ;   30;         ;   4.9;  w ;4.9;      ;   KOERI
 1938 ;   12; 16;  11;     3;  39.52 ;   33.91 ;   10;         ;   4.9;  w ;4.9;      ;   KOERI
 1938 ;   12; 23;   1;    32;  39.31 ;   32.44 ;   10;         ;   5.4;  w ;5.4;      ;      KU
 1939 ;   12; 26;  23;    57;  39.80 ;   39.51 ;   20;         ;   7.6;  w ;7.6;      ;   KOERI
 1939 ;   12; 27;   2;    48;  39.99 ;   38.14 ;   50;         ;   5.6;  w ;5.6;      ;   KOERI
 1939 ;   12; 29;  11;    33;  39.89 ;   39.27 ;   10;         ;   5.2;  w ;5.2;      ;   KOERI
 1939 ;   12; 29;  13;    18;  39.70 ;   39.55 ;   10;         ;   4.9;  w ;4.9;      ;   KOERI
 1940 ;    1; 27;   5;    33;  32.80 ;   35.21 ;   10;         ;   4.5;  L ;4.2;      ;     AFS
 1940 ;    2;  2;  15;    46;  39.60 ;   38.10 ;   30;         ;   4.7;  w ;4.7;      ;   KOERI
 1940 ;    2; 21;   0;    50;  38.40 ;   35.30 ;   30;         ;   5.4;  w ;5.4;      ;   KOERI
 1940 ;    4; 22;  12;    20;  39.62 ;   39.89 ;   20;         ;   5.4;  w ;5.4;      ;   KOERI
 1940 ;    5; 16;  18;    23;  35.80 ;   30.50 ;     ;         ;   5.2;  w ;5.2; 0.25 ;     Pap
 1940 ;    5; 29;  15;    24;  39.41 ;   40.00 ;   60;         ;   4.9;  w ;4.9;      ;   KOERI
 1940 ;    7; 24;  22;    15;  34.50 ;   34.45 ;     ;         ;   5.6;  w ;5.6;      ;     Pou
 1940 ;    7; 30;   0;    12;  39.64 ;   35.25 ;   50;         ;   6.1;  w ;6.1;      ;   KOERI
 1940 ;    7; 31;  10;    36;  39.72 ;   35.53 ;   10;         ;   5.2;  w ;5.2;      ;   KOERI
 1940 ;    8; 16;  16;     2;  36.20 ;   31.40 ;   40;         ;   5.7;  w ;5.7;      ;     Pou
 1940 ;    8; 16;  18;    23;  35.90 ;   31.40 ;   80;         ;   5.9;  w ;5.9;      ;     Pou
 1940 ;    9;  2;  10;    32;  32.00 ;   35.50 ;   10;         ;   4.5;  L ;4.2;      ;     AFS
 1940 ;    9; 23;  19;    30;  38.96 ;   39.32 ;   80;         ;   5.2;  w ;5.2;      ;   KOERI
 1940 ;   12; 20;   5;    18;  38.30 ;   38.20 ;     ;         ;     6;  w ;6.0;      ;      KU
 1941 ;    1; 20;   3;    37;  35.18 ;   33.65 ;   70;         ;   6.5;  w ;6.5;      ;     Pou
 1941 ;    4; 20;  22;    23;  37.35 ;   35.74 ;  100;         ;   4.8;  w ;4.8;      ;   KOERI
 1941 ;    4; 27;  13;     1;  39.68 ;   35.31 ;   60;         ;   5.8;  w ;5.8;      ;   KOERI
 1941 ;    4; 28;   9;    21;  32.40 ;   32.00 ;     ;         ;   4.2;  S ;4.9;      ;     AMA
 1941 ;   11;  8;  12;    16;  39.70 ;   39.70 ;   30;         ;   5.6;  w ;5.6;      ;   KOERI
 1941 ;   11; 12;  10;     4;  39.74 ;   39.43 ;   70;         ;   5.9;  w ;5.9;      ;   KOERI
 1942 ;    9; 21;  21;    29;  29.30 ;   31.00 ;     ;         ;   4.1;  S ;4.8;      ;     AMA
 1942 ;    9; 28;   1;    16;  34.43 ;   36.65 ;   10;         ;   4.3;  L ;4.0;      ;     AFS
 1943 ;    9; 10;   4;    52;  32.60 ;   35.41 ;   10;         ;   4.7;  L ;4.4;      ;     AFS
 1944 ;    3; 25;  12;    55;  37.80 ;   36.80 ;     ;         ;   5.4;  w ;5.4;      ;      KU
 1944 ;    6; 28;   2;    15;  37.50 ;   35.00 ;     ;         ;   5.6;  w ;5.6;      ;      KU
 1944 ;   10;  7;  10;    30;  32.70 ;   35.50 ;   10;         ;   4.3;  L ;4.0;      ;     AFS
 1945 ;    3; 20;   7;    58;  37.11 ;   35.70 ;   60;         ;     6;  w ;6.0;      ;   KOERI
 1946 ;    2; 21;  15;    43;  38.24 ;   31.79 ;   60;         ;   5.6;  w ;5.6;      ;   KOERI
 1946 ;    7; 16;  19;    45;  38.63 ;   31.15 ;   40;         ;   5.3;  w ;5.3;      ;   KOERI
 1947 ;    1; 27;   3;    31;  37.70 ;   30.60 ;     ;         ;   5.2;  w ;5.2;      ;      KU
 1947 ;    5;  3;   4;    14;  39.00 ;   30.00 ;     ;         ;   5.3;  w ;5.3; 0.25 ;     Pap
 1947 ;    7;  3;   3;    30;  28.90 ;   33.10 ;     ;         ;   4.2;  S ;4.9;      ;     AMA
 1947 ;    7; 14;   7;     3;  37.14 ;   36.32 ;   70;         ;   5.3;  w ;5.3;      ;      KU
 1947 ;   12;  9;  23;    40;  36.52 ;   34.34 ;   10;         ;   5.7;  w ;5.7;      ;   KOERI
 1947 ;   12;  9;  23;    40;  36.46 ;   34.66 ;     ;         ;   5.4;  S ;5.6;      ;      AA
 1948 ;    4; 30;  14;    50;  36.05 ;   31.16 ;   73;         ;   5.5;  w ;5.5;      ;     Pou
 1948 ;    8; 12;  19;     6;  38.51 ;   39.25 ;   10;         ;   5.3;  w ;5.3;      ;      KU
 1948 ;    8; 18;  19;     6;  38.51 ;   39.25 ;   10;         ;   5.3;  w ;5.3;      ;   KOERI
 1949 ;    1;  6;   2;    18;  32.00 ;   33.00 ;     ;         ;   4.4;  S ;5.0;      ;     AMA
 1949 ;    3;  6;   0;      ;  38.70 ;   39.90 ;     ;         ;   5.2;  w ;5.2;      ;      KU
 1949 ;    4; 25;  23;     9;  38.27 ;   38.99 ;   80;         ;   5.5;  w ;5.5;      ;   KOERI
 1949 ;    4; 26;  19;    10;  38.30 ;   38.30 ;     ;         ;   5.4;  w ;5.4;      ;      KU
 1949 ;    7;  7;   0;    55;  37.50 ;   36.10 ;     ;         ;   5.4;  w ;5.4;      ;      KU
 1950 ;    1;  2;  13;    43;  38.00 ;   30.00 ;     ;         ;   4.1;  w ;4.1; 0.25 ;     Pap
 1950 ;    1; 14;  22;    19;  36.50 ;   35.80 ;   33;         ;   4.9;  w ;4.9;      ;     Pou
 1950 ;    5;  9;   9;    20;  38.24 ;   38.32 ;   70;         ;   5.3;  w ;5.3;      ;   KOERI
 1950 ;   11;  8;  10;     8;  38.27 ;   39.16 ;   50;         ;   5.4;  w ;5.4;      ;   KOERI
 1951 ;    1; 25;   3;    49;  37.50 ;   36.30 ;     ;         ;   5.4;  w ;5.4;      ;      KU
 1951 ;    1; 30;  23;     7;  32.30 ;   33.40 ;   30;         ;   5.6;  S ;5.7;      ;  Amb01c
 1951 ;    2;  2;  23;    59;  37.00 ;   30.50 ;     ;         ;   5.4;  w ;5.4; 0.25 ;     Pap
 1951 ;    4;  8;  21;    38;  36.60 ;   36.10 ;     ;         ;   5.8;  S ;5.9;      ;      PP
 1951 ;    5;  8;  13;    28;  39.80 ;   38.30 ;   30;         ;   4.9;  w ;4.9;      ;   KOERI
 1951 ;    7; 12;   6;    51;  36.60 ;   36.30 ;   30;         ;   4.9;  w ;4.9;      ;   KOERI
 1951 ;    8;  5;  15;    12;  34.33 ;   36.07 ;   10;         ;     5;  w ;5.0;      ;     Pou
 1951 ;    8;  8;   8;    40;  36.04 ;   31.14 ;     ;         ;   5.3;  w ;5.3;      ;     Pou
 1951 ;   12;  2;   4;    40;  37.10 ;   38.30 ;     ;         ;   5.2;  w ;5.2;      ;      KU
 1952 ;    2; 25;  22;    48;  29.60 ;   32.30 ;     ;         ;     4;  S ;4.8;      ;     AMA
 1952 ;   10; 15;  17;    50;  34.78 ;   32.80 ;     ;         ;   4.9;  w ;4.9;      ;     Pou
 1952 ;   10; 22;  17;     0;  37.25 ;   35.65 ;   70;         ;   5.7;  w ;5.7;      ;   KOERI
 1953 ;    2;  1;  19;    50;  33.50 ;   32.00 ;     ;         ;   5.3;  w ;5.3;      ;     Pou
 1953 ;    3; 24;  21;    17;  37.02 ;   37.00 ;   10;         ;   5.3;  w ;5.3;      ;   KOERI
 1953 ;    6; 19;  18;    43;  38.01 ;   38.24 ;   15;         ;   4.7;  w ;4.7;      ;   KOERI
 1953 ;    9; 10;   4;     6;  34.72 ;   32.24 ;     ;         ;   6.5;  w ;6.5;      ;     Pou
 1953 ;    9; 18;  17;    20;  34.83 ;   32.38 ;     ;         ;   5.9;  w ;5.9;      ;     Pou
 1953 ;   11; 24;  11;    20;  38.70 ;   39.90 ;     ;         ;   5.4;  w ;5.4;      ;      KU
 1954 ;    1;  5;   0;    15;  35.30 ;   32.00 ;     ;         ;   4.5;  w ;4.5;      ;     Pou
 1954 ;    7; 24;   0;    52;  31.80 ;   30.60 ;     ;         ;   4.8;  S ;5.2;      ;     AMA
 1954 ;    9; 13;  21;    46;  30.80 ;   35.50 ;     ;         ;     5;  S ;5.3;      ;     KKP
 1954 ;   10; 24;   0;    44;  40.00 ;   40.00 ;   30;         ;   4.8;  w ;4.8;      ;   KOERI
 1954 ;   10; 28;  13;    39;  32.40 ;   31.40 ;     ;         ;   4.6;  S ;5.1;      ;     AMA
 1954 ;   10; 31;  12;    34;  33.80 ;   32.30 ;     ;         ;   4.7;  w ;4.7;      ;     Pou
 1956 ;    2; 20;  20;    31;  39.89 ;   30.49 ;   40;         ;   6.2;  w ;6.2;      ;   KOERI
 1956 ;    2; 23;   6;     4;  39.76 ;   30.17 ;   60;         ;   5.4;  w ;5.4;      ;   KOERI
 1956 ;    3; 16;  19;    32;  33.35 ;   35.32 ;     ;         ;   6.1;  S ;6.1;      ;      PP
 1956 ;    3; 16;  19;    43;  33.30 ;   35.30 ;     ;         ;   5.9;  S ;6.0;      ;      PP
 1956 ;    3; 16;  19;    45;  33.60 ;   35.50 ;     ;         ;   4.6;  w ;4.6;      ;     Pou
 1956 ;    6; 22;   0;    46;  38.48 ;   31.94 ;   40;         ;   4.8;  w ;4.8;      ;   KOERI
 1956 ;    7; 16;   0;     0;  35.70 ;   36.00 ;     ;         ;   4.6;  w ;4.6;      ;     Pou
 1956 ;   12; 18;  17;    53;  31.60 ;   35.50 ;     ;         ;   5.6;  S ;5.7;      ;     KKP
 1957 ;    3; 15;  11;    52;  34.75 ;   33.02 ;     ;         ;   5.2;  w ;5.2;      ;     Pou
 1957 ;    4; 18;   5;    25;  38.74 ;   39.67 ;   10;         ;   4.9;  w ;4.9;      ;   KOERI
 1957 ;    7; 18;   8;    33;  33.81 ;   34.60 ;     ;         ;   5.2;  w ;5.2;      ;     Pou
 1957 ;   11;  3;   9;    56;  32.50 ;   35.92 ;     ;         ;   5.9;  S ;6.0;      ;      PP
 1958 ;    3;  6;   8;    14;  36.22 ;   31.44 ;   70;         ;   4.8;  w ;4.8;      ;     Pou
 1958 ;    4; 13;  12;     2;  29.00 ;   34.80 ;     ;         ;     4;  S ;4.8;      ;     AMA
 1958 ;    4; 22;  10;     2;  36.58 ;   30.46 ;   80;         ;   4.9;  w ;4.9;      ;   KOERI
 1958 ;   11;  6;  21;    14;  37.00 ;   31.35 ;   40;         ;   4.9;  w ;4.9;      ;   KOERI
 1959 ;    6; 13;  12;     1;  34.82 ;   32.86 ;     ;         ;   5.2;  w ;5.2;      ;     Pou
 1959 ;    7; 10;  20;    27;  34.66 ;   32.60 ;     ;         ;   4.6;  w ;4.6;      ;     Pou
 1959 ;    9; 28;  10;    16;  35.74 ;   30.08 ;  100;         ;   5.3;  w ;5.3;      ;   KOERI
 1959 ;   12;  9;  16;    53;  38.09 ;   39.00 ;   60;         ;   4.8;  w ;4.8;      ;   KOERI
 1959 ;   12; 13;   2;     7;  39.75 ;   38.75 ;   10;         ;   4.7;  w ;4.7;      ;   KOERI
 1960 ;    5; 19;  17;    46;  36.00 ;   34.00 ;     ;         ;   4.9;  w ;4.9;      ;     Pou
 1960 ;    6; 19;   2;    29;  38.87 ;   37.75 ;   70;         ;   4.7;  w ;4.7;      ;   KOERI
 1960 ;    8; 31;  22;    12;  39.09 ;   35.98 ;   70;         ;   4.9;  w ;4.9;      ;   KOERI
 1960 ;   11; 28;   5;    12;  36.11 ;   31.09 ;   80;         ;   5.2;  w ;5.2;      ;     Pou
 1960 ;   12;  1;   4;     2;  38.36 ;   30.52 ;   50;         ;   4.9;  w ;4.9;      ;   KOERI
 1961 ;    3; 28;   0;    44;  39.82 ;   30.19 ;   10;         ;   5.3;  w ;5.3;      ;   KOERI
 1961 ;    6;  1;  16;    31;  37.65 ;   36.76 ;   40;         ;   5.3;  w ;5.3;      ;   KOERI
 1961 ;    9; 10;  16;    17;  37.02 ;   36.11 ;  100;         ;   4.9;  w ;4.9;      ;   KOERI
 1961 ;    9; 15;   1;    46;  34.91 ;   33.83 ;   36;         ;     6;  w ;6.0;      ;     Pou
 1962 ;    2; 18;  11;     8;  36.02 ;   33.02 ;     ;         ;   4.5;  w ;4.5;      ;     Pou
 1962 ;    3;  5;   5;     5;  36.00 ;   33.00 ;     ;         ;   4.2;  w ;4.2;      ;     Pou
 1962 ;    5; 24;   1;     9;  35.60 ;   32.00 ;   10;         ;     4;  w ;4.0;      ;     Pou
 1962 ;    8;  7;   5;    15;  35.73 ;   30.34 ;  100;         ;   4.7;  w ;4.7;      ;   KOERI
 1962 ;    8; 12;  22;    40;  35.80 ;   33.30 ;   10;         ;   4.1;  w ;4.1;      ;     Pou
 1962 ;    8; 18;   4;    29;  36.97 ;   32.52 ;  140;         ;   4.9;  w ;4.9;      ;   KOERI
 1962 ;    9; 16;   7;      ;  29.70 ;   31.50 ;     ;         ;   3.7;  S ;4.6;      ;     AMA
 1962 ;   11; 24;   2;     8;  29.40 ;   30.70 ;     ;         ;     4;  S ;4.8;      ;     AMA
 1963 ;    3; 22;  22;    28;  34.80 ;   33.00 ;   10;         ;     5;  w ;5.0;      ;     Pou
 1963 ;    8;  1;   6;    11;  39.08 ;   38.36 ;   37;         ;   5.1;  w ;5.1;      ;      KU
 1963 ;    8; 25;   6;    11;  38.99 ;   38.30 ;   50;         ;   4.9;  w ;4.9;      ;   KOERI
 1963 ;    9; 12;   8;    18;  34.79 ;   32.14 ;     ;         ;   5.2;  w ;5.2;      ;     Pou
 1964 ;    1;  7;  22;    14;  34.50 ;   32.80 ;     ;         ;     4;  w ;4.0;      ;     Pou
 1964 ;    2;  2;   6;    26;  36.51 ;   35.80 ;   81;         ;   4.2;  w ;4.2;      ;   KOERI
 1964 ;    3; 14;  23;     2;  38.50 ;   39.82 ;   44;         ;   4.6;  w ;4.6;      ;   KOERI
 1964 ;    4; 23;  14;    23;  38.09 ;   38.75 ;   57;         ;   5.3;  w ;5.3;      ;   KOERI
 1964 ;    6; 14;  12;    15;  38.13 ;   38.51 ;     ;         ;   5.8;  w ;5.8;      ;   KOERI
 1964 ;    6; 14;  12;    38;  37.98 ;   38.51 ;   30;         ;     5;  w ;5.0;      ;   KOERI
 1964 ;    6; 14;  16;    41;  38.14 ;   38.50 ;   33;         ;   4.4;  w ;4.4;      ;   KOERI
